id,text,pos
25852,vcítit,V
25853,vdaný,A
25854,vdavky,N
25855,vdech,N
25856,vdechnout,V
25857,vdechnutí,N
25858,vdechování,N
25859,vdolek,N
25860,vdoleček,N
25861,vdova,N
25862,vdovec,N
25863,vdovecký,A
25864,vdovský,A
25865,vdát,V
25866,vdávat,V
25867,vdávání,N
25868,vděk,N
25869,vděčnost,N
25870,vděčný,A
25871,vedený,A
25872,vedle,R
25873,vedlejší,A
25874,vedoucí,N
25875,vedro,N
25876,vegan,N
25877,vegetace,N
25878,vegetarián,N
25879,vegetariánství,N
25880,vegetativní,A
25881,vegetační,A
25882,vehemence,N
25883,vehementně,D
25884,vejce,N
25885,vejcovod,N
25886,vejminek,N
25887,vejít,V
25888,veka,N
25889,vektor,N
25890,vektorový,A
25891,velbloud,N
25892,velbloudí,A
25893,veleba,N
25894,velebit,V
25895,velebný,A
25896,veledílo,N
25897,veledůležitý,A
25898,velehory,N
25899,velekněz,N
25900,velení,N
25901,velet,V
25902,veletok,N
25903,veletoč,N
25904,veletrh,N
25905,veletržní,A
25906,velezrada,N
25907,veleúspěšný,A
25908,velice,D
25909,velikonoce,N
25910,velikost,N
25911,velikostní,A
25912,velikostně,D
25913,velikán,N
25914,velikánský,A
25915,veliký,A
25916,velitel,N
25917,velitelka,N
25918,velitelský,A
25919,velitelství,N
25920,veličina,N
25921,velkochov,N
25922,velkofilm,N
25923,velkoformátový,A
25924,velkokapacitní,A
25925,velkolepost,N
25926,velkolepý,A
25927,velkolepě,D
25928,velkoměsto,N
25929,velkoobchod,N
25930,velkoryse,D
25931,velkorysost,N
25932,velkorysý,A
25933,velmi,D
25934,velmistr,N
25935,velmoc,N
25936,velmož,N
25937,velociped,N
25938,velocipedista,N
25939,velodrom,N
25940,velryba,N
25941,velrybář,N
25942,velrybářský,A
25943,velrybí,A
25944,velvyslanec,N
25945,velvyslanecký,A
25946,velvyslanectví,N
25947,velvyslankyně,N
25948,velící,A
25949,velín,N
25950,vendeta,N
25951,venek,N
25952,venkov,N
25953,venkovan,N
25954,venkovní,A
25955,venkovský,A
25956,ventil,N
25957,ventilace,N
25958,ventilační,A
25959,ventilek,N
25960,ventilovat,V
25961,ventilový,A
25962,ventilátor,N
25963,venuše,N
25964,venčení,N
25965,venčit,V
25966,vepsaný,A
25967,vepsat,V
25968,vepř,N
25969,vepředu,D
25970,vepřové,N
25971,vepřový,A
25972,vepřík,N
25973,vepřín,N
25974,veranda,N
25975,verbování,N
25976,verbovat,V
25977,verbální,A
25978,verbálně,D
25979,verbíř,N
25980,verdikt,N
25981,verifikace,N
25982,verifikovat,V
25983,vernisáž,N
25984,vertikální,A
25985,vertikálně,D
25986,verva,N
25987,verze,N
25988,verš,N
25989,veršovaný,A
25990,veršovat,V
25991,veršík,N
25992,vesele,D
25993,veselice,N
25994,veselka,N
25995,veselo,D
25996,veselý,A
25997,veslař,N
25998,veslařka,N
25999,veslo,N
26000,veslovat,N
26001,veslování,N
26002,vesmír,N
26003,vesmírný,A
26004,vesnice,N
26005,vesnička,N
26006,vesta,N
26007,vestavba,N
26008,vestavěný,A
26009,vestavět,V
26010,vestibul,N
26011,vestička,N
26012,veta,D
26013,vetchý,A
26014,veterina,N
26015,veterinární,A
26016,veterinář,N
26017,veterinářka,N
26018,veterán,N
26019,veteránka,N
26020,veteránský,A
26021,veteš,N
26022,vetešnictví,N
26023,veto,N
26024,vetřít,V
26025,veverka,N
26026,vezoucí,A
26027,večer,D
26028,večerka,N
26029,večernice,N
26030,večerní,A
26031,večerníček,N
26032,večerníčkový,A
26033,večeře,N
26034,večírek,N
26035,veřejnost,N
26036,veřejný,A
26037,veřejně,D
26038,veškerý,P
26039,vhazovat,V
26040,vhazování,N
26041,vhled,N
26042,vhod,D
26043,vhodit,V
26044,vhodnost,N
26045,vhodně,D
26046,vhodný,A
26047,vhození,N
26048,vhánět,V
26049,viadukt,N
26050,vibrace,V
26051,vibrační,A
26052,vibrovat,V
26053,vibrující,A
26054,vicemistr,N
26055,vicepremiér,N
26056,vicepremiérka,N
26057,viceprezident,N
26058,viceprezidentka,N
26059,vichřice,N
26060,vida,I
26061,video,N
26062,videohovor,N
26063,videohra,N
26064,videokamera,N
26065,videokazeta,N
26066,videoklip,N
26067,videokonference,N
26068,videonahrávka,N
26069,videoprojekce,N
26070,videopřehrávač,N
26071,videopůjčovna,N
26072,videorozhodčí,N
26073,videosekvence,N
26074,videozáznam,N
26075,vidina,N
26076,viditelnost,N
26077,viditelný,A
26078,viditelně,D
26079,vidle,N
26080,vidlice,N
26081,vidlicový,A
26082,vidlička,N
26083,vidlák,N
26084,vidno,A
26085,vidoucí,A
26086,viděná,N
26087,vidění,N
26088,viděný,A
26089,vidět,V
26090,viklat,V
26091,vikomt,N
26092,vikář,N
26093,vikýř,N
26094,vila,N
26095,vilka,N
26096,vilový,A
26097,vina,N
26098,vinař,N
26099,vinařický,A
26100,vinařství,N
26101,vingl,N
26102,viniční,A
26103,vinice,N
26104,viničný,A
26105,vinit,V
26106,vinný,A
26107,vinobraní,N
26108,vinohrad,N
26109,vinotéka,N
26110,vinoucí,A
26111,vinout,V
26112,vinutí,N
26113,vinutý,A
26114,vinyl,N
26115,vinárna,N
26116,viník,N
26117,viněta,N
26118,viola,N
26119,violista,N
26120,violka,N
26121,violoncello,N
26122,virtuozita,N
26123,virtuální,A
26124,virtuóz,N
26125,virus,N
26126,visací,A
26127,visačka,N
26128,viset,V
26129,visutý,A
26130,visící,A
26131,vitalita,N
26132,vitamin,N
26133,vitamín,N
26134,vitráž,N
26135,vitrážový,A
26136,vitrína,N
26137,vitální,A
26138,vize,N
26139,vizionář,N
26140,vizionářský,A
26141,vizualita,N
26142,vizualizace,N
26143,vizuál,N
26144,vizáž,N
26145,vizážista,N
26146,vizážistka,N
26147,višeň,N
26148,višně,N
26149,višňový,A
26150,vjem,N
26151,vjezd,N
26152,vjezdový,A
26153,vjíždění,N
26154,vjíždět,V
26155,vklad,N
26156,vkladní,A
26157,vkleče,D
26158,vklouznout,V
26159,vkládací,A
26160,vkládat,V
26161,vkládání,N
26162,vklíněný,A
26163,vkročit,V
26164,vkrádat,V
26165,vkrást,V
26166,vkus,N
26167,vkusný,A
26168,vkusně,D
26169,vladař,N
26170,vladařský,A
26171,vladyka,N
26172,vlahý,A
26173,vlaječka,N
26174,vlajka,N
26175,vlajkonoš,N
26176,vlajkový,A
26177,vlající,A
26178,vlak,N
26179,vlakvedoucí,N
26180,vlas,N
26181,vlasec,N
26182,vlasovec,N
26183,vlasový,A
26184,vlast,N
26185,vlastenec,N
26186,vlastenecký,A
26187,vlastenectví,N
26188,vlastivěda,N
26189,vlastizrádce,N
26190,vlastnictví,N
26191,vlastnit,V
26192,vlastnoruční,A
26193,vlastnoručně,D
26194,vlastnost,N
26195,vlastní,A
26196,vlastník,N
26197,vlastně,T
26198,vlaštovka,N
26199,vlašák,N
26200,vlek,N
26201,vlekař,N
26202,vleklý,A
26203,vlekoucí,A
26204,vletět,V
26205,vlevo,D
26206,vlečka,N
26207,vlečný,A
26208,vleže,D
26209,vlhko,N
26210,vlhkost,N
26211,vlhký,A
26212,vlhčený,A
26213,vlkodlak,N
26214,vlna,N
26215,vlnit,V
26216,vlnka,N
26217,vlnobití,N
26218,vlnovka,N
26219,vlnový,A
26220,vlnící,A
26221,vlnění,N
26222,vlněný,A
26223,vloha,N
26224,vloni,D
26225,vloudit,V
26226,vloupačka,N
26227,vloupat,V
26228,vloupání,N
26229,vločka,N
26230,vložení,N
26231,vložený,A
26232,vložit,V
26233,vložka,N
26234,vláda,N
26235,vládce,N
26236,vládkyně,N
26237,vládnout,V
26238,vládní,A
26239,vláha,N
26240,vláhový,A
26241,vlákat,V
26242,vláknina,N
26243,vlákno,N
26244,vláknový,A
26245,vlásek,N
26246,vlásenka,N
26247,vlásečnice,N
26248,vlát,V
26249,vláček,N
26250,vláčet,V
26251,vláčný,A
26252,vlétnout,V
26253,vlévat,V
26254,vlézt,V
26255,vlídnost,N
26256,vlídný,A
26257,vlídně,D
26258,vlít,V
26259,vlče,N
26260,vlček,N
26261,vlčice,N
26262,vlčák,N
26263,vmíchat,V
26264,vměstnat,V
26265,vměšovat,V
26266,vměšování,N
26267,vnada,N
26268,vnadný,A
26269,vnady,N
26270,vniknout,V
26271,vniknutí,N
26272,vnikání,N
26273,vnitro,N
26274,vnitroblok,N
26275,vnitrozemí,N
26276,vnitřek,N
26277,vnitřnost,N
26278,vnitřní,A
26279,vniveč,D
26280,vnouče,N
26281,vnouček,N
26282,vnucený,A
26283,vnucovat,V
26284,vnuk,N
26285,vnuknutí,N
26286,vnuknout,V
26287,vnutit,V
26288,vnučka,N
26289,vnést,V
26290,vnímat,V
26291,vnímavost,N
26292,vnímavý,A
26293,vnímání,N
26294,vnějšek,N
26295,vnějškový,A
26296,vnější,A
26297,vodař,N
26298,vodicí,A
26299,vodit,V
26300,vodivý,A
26301,vodič,N
26302,vodička,N
26303,vodka,N
26304,vodnatý,A
26305,vodnář,N
26306,vodné,N
26307,vodní,A
26308,vodník,N
26309,vodojem,N
26310,vodoměr,N
26311,vodopád,N
26312,vodorovný,A
26313,vodotrysk,N
26314,vodotěsnost,N
26315,vodotěsný,A
26316,vodovod,N
26317,vodovodní,A
26318,vodováha,N
26319,vodočet,N
26320,vodácký,A
26321,vodáctví,N
26322,vodák,N
26323,vodárenský,A
26324,vodárenství,N
26325,vodárna,N
26326,vodící,A
26327,vodík,N
26328,vodíkový,A
26329,vodítko,N
26330,vodění,N
26331,vojenský,A
26332,vojenství,N
26333,vojevůdce,N
26334,vojna,N
26335,vojsko,N
26336,voják,N
26337,vojáček,N
26338,vojín,N
26339,vokalista,N
26340,vokalistka,N
26341,vokální,A
26342,vokálně,D
26343,volající,A
26344,volant,N
26345,volaný,A
26346,volat,V
26347,volatilita,N
26348,volavka,N
26349,volba,N
26350,volby,N
26351,volební,A
26352,volejbal,N
26353,volejbalista,N
26354,volejbalistka,N
26355,volejbalový,A
26356,volenka,N
26357,volený,A
26358,volit,V
26359,volitel,N
26360,volitelnost,N
26361,volitelný,A
26362,volitelně,D
26363,voliéra,N
26364,volič,N
26365,voličský,A
26366,voličstvo,N
26367,volno,N
26368,volnoběh,N
26369,volnost,N
26370,volnočasový,A
26371,volní,A
26372,volt,N
26373,volán,N
26374,volání,N
26375,vorař,N
26376,vorvaň,N
26377,voršilka,N
26378,vosa,N
26379,vosk,N
26380,voskovaný,A
26381,voskovat,V
26382,voskový,A
26383,vosí,A
26384,vousy,N
26385,vousáč,N
26386,vozataj,N
26387,vozatajský,A
26388,vozba,N
26389,vozembouch,N
26390,vozit,V
26391,vozka,N
26392,vozovka,N
26393,vozovna,N
26394,vozový,A
26395,vozík,N
26396,vozítko,N
26397,vozíček,N
26398,vozíčkář,N
26399,vozíčkářka,N
26400,voňavka,N
26401,voňavý,A
26402,voříšek,N
26403,vpadnout,V
26404,vpich,N
26405,vplouvat,V
26406,vpouštět,V
26407,vpravit,V
26408,vpravo,D
26409,vpravovat,V
26410,vpustit,V
26411,vpusť,N
26412,vpuštění,N
26413,vpád,N
26414,vpálit,V
26415,vpřed,D
26416,vrabec,N
26417,vrabčák,N
26418,vracející,A
26419,vracet,V
26420,vracívat,V
26421,vrah,N
26422,vrak,N
26423,vrakoviště,N
26424,vraník,N
26425,vraný,A
26426,vrata,N
26427,vratka,N
26428,vratný,A
26429,vratně,D
26430,vraštit,V
26431,vražda,N
26432,vraždit,V
26433,vražedkyně,N
26434,vražedný,A
26435,vražení,N
26436,vrba,N
26437,vrbový,A
26438,vrch,N
26439,vrchař,N
26440,vrchnost,N
26441,vrchní,A
26442,vrchol,N
26443,vrcholit,V
26444,vrcholně,D
26445,vrcholný,A
26446,vrcholící,A
26447,vrchovina,N
26448,vrhat,V
26449,vrhač,N
26450,vrhačka,N
26451,vrhnout,V
26452,vrhání,N
26453,vrostlý,A
26454,vroubek,N
26455,vroucí,A
26456,vrozený,A
26457,vrstevnice,N
26458,vrstevník,N
26459,vrstva,N
26460,vrstvený,A
26461,vrstvit,V
26462,vrstvička,N
26463,vrtací,A
26464,vrtat,V
26465,vrtačka,N
26466,vrtkavý,A
26467,vrtný,A
26468,vrtoch,N
26469,vrtošivý,A
26470,vrtule,N
26471,vrtulka,N
26472,vrtulník,N
26473,vrtulníkový,A
26474,vrtulový,A
26475,vrták,N
26476,vrtání,N
26477,vrub,N
26478,vryp,N
26479,vrzat,V
26480,vrznout,V
26481,vrzání,N
26482,vrácený,A
26483,vrána,N
26484,vráska,N
26485,vrásčitý,A
26486,vrátit,V
26487,vrátka,N
26488,vrátnice,N
26489,vrátná,N
26490,vrátný,N
26491,vrávorat,V
26492,vrýt,V
26493,vrčení,N
26494,vrčet,V
26495,vršek,N
26496,vršit,V
26497,vržený,A
26498,vsadit,V
26499,vsakovací,A
26500,vsakovat,V
26501,vsakování,N
26502,vstavač,N
26503,vstoupit,V
26504,vstup,N
26505,vstupné,N
26506,vstupní,A
26507,vstupný,A
26508,vstupovat,V
26509,vstát,V
26510,vstávat,V
26511,vstávání,N
26512,vstřebat,V
26513,vstřebatelný,A
26514,vstřebání,N
26515,vstřebávat,V
26516,vstřebávání,N
26517,vstřelení,N
26518,vstřelit,V
26519,vstřik,N
26520,vstřikovací,A
26521,vstřikovat,V
26522,vstřikovač,N
26523,vstříc,R
26524,vstřícnost,N
26525,vstřícně,D
26526,vstřícný,A
26527,vstříknout,V
26528,vsugerovat,V
26529,vsuvka,N
26530,vsypat,V
26531,vsáknout,V
26532,vsázet,V
26533,vtahovat,V
26534,vtažení,N
26535,vteřina,N
26536,vteřinka,N
26537,vteřinový,A
26538,vtip,N
26539,vtipkovat,V
26540,vtipkování,N
26541,vtipnost,N
26542,vtipný,A
26543,vtipně,D
26544,vtipálek,N
26545,vtisknout,V
26546,vtlačit,V
26547,vtok,N
26548,vtrhnout,V
26549,vtáhnout,V
26550,vtípek,N
26551,vtíravý,A
26552,vtíravě,D
26553,vtírat,V
26554,vtělení,N
26555,vtěsnat,V
26556,vulgarismus,N
26557,vulgarita,N
26558,vulgární,A
26559,vulkanický,A
26560,vulkán,N
26561,vybafnout,V
26562,vybalancovat,V
26563,vybalit,V
26564,vybalovat,V
26565,vybarvení,N
26566,vybarvit,V
26567,vybarvovat,V
26568,vybavenost,N
26569,vybavený,A
26570,vybavit,V
26571,vybavovat,V
26572,vybetonovat,V
26573,vybití,N
26574,vybitý,A
26575,vybičovat,V
26576,vybledlý,A
26577,vyblednout,V
26578,vybojovaný,A
26579,vybojovat,V
26580,vybouchnout,V
26581,vyboulený,A
26582,vybouraný,A
26583,vybourat,V
26584,vybourání,N
26585,vybočení,N
26586,vybraná,N
26587,vybraný,A
26588,vybrat,V
26589,vybrousit,V
26590,vybrání,N
26591,vybuchnout,V
26592,vybuchující,A
26593,vybudovaný,A
26594,vybudovat,V
26595,vybudování,N
26596,vybíhající,A
26597,vybíhat,V
26598,vybíjená,N
26599,vybíjení,N
26600,vybíjet,N
26601,vybíraný,A
26602,vybírat,V
26603,vybíravý,A
26604,vybírání,N
26605,vybít,V
26606,vybízející,A
26607,vybízet,V
26608,vyběhnout,V
26609,vyběhnutí,N
26610,vyběhnutý,A
26611,vybělit,V
26612,vybřednout,V
26613,vycestovat,V
26614,vycestování,N
26615,vychladit,V
26616,vychladnutí,N
26617,vychladnout,V
26618,vychlazený,A
26619,vychovat,V
26620,vychovatel,N
26621,vychovatelka,N
26622,vychování,N
26623,vychovávat,V
26624,vychutnat,V
26625,vychutnávat,V
26626,vychvalovat,V
26627,vychvalovaný,A
26628,vychválit,V
26629,vychytaný,A
26630,vychytat,V
26631,vychytralý,A
26632,vychytávat,V
26633,vychytávka,N
26634,vycházející,A
26635,vycházení,N
26636,vycházet,V
26637,vycházka,N
26638,vycházkový,A
26639,vychýlení,N
26640,vychýlený,A
26641,vychýlit,V
26642,vycouvat,V
26643,vycpaný,A
26644,vycpat,V
26645,vycvičit,V
26646,vycvičený,A
26647,vydaný,A
26648,vydat,V
26649,vydatný,A
26650,vydavatel,N
26651,vydavatelka,N
26652,vydavatelský,A
26653,vydavatelství,N
26654,vydařený,A
26655,vydařit,V
26656,vydechnout,V
26657,vydechnutí,N
26658,vydechovat,V
26659,vydedukovat,V
26660,vydezinfikovat,V
26661,vydláždit,V
26662,vydláždění,N
26663,vydlážděný,A
26664,vydobytý,A
26665,vydolovat,V
26666,vydovádět,V
26667,vydra,N
26668,vydrancovat,V
26669,vydražit,V
26670,vydrhnout,V
26671,vydržení,N
26672,vydržet,V
26673,vydržovat,V
26674,vydupat,V
26675,vydání,N
26676,vydávací,A
26677,vydávající,A
26678,vydávat,V
26679,vydávání,N
26680,vydíraný,A
26681,vydírat,V
26682,vydíratelný,A
26683,vydírání,N
26684,vydýchaný,A
26685,vydýchat,V
26686,vydýchávat,V
26687,vydědit,V
26688,vyděděnec,N
26689,vydědění,N
26690,vydělaný,A
26691,vydělat,V
26692,vydělávající,A
26693,vydělávat,V
26694,vydělávání,N
26695,vyděsit,V
26696,vyděšený,A
26697,vyděšeně,D
26698,vydřít,V
26699,vyfocený,A
26700,vyfotit,V
26701,vyfotografovaný,A
26702,vyfotografovat,V
26703,vyfoukat,V
26704,vyfouknout,V
26705,vyfouknutý,A
26706,vyfrézovaný,A
26707,vyfrézovat,V
26708,vygenerovaný,A
26709,vygenerovat,V
26710,vyhaslý,A
26711,vyhasnout,V
26712,vyhasínat,V
26713,vyhazov,N
26714,vyhazovat,V
26715,vyhazování,N
26716,vyhecovat,V
26717,vyhlazení,N
26718,vyhlazovací,A
26719,vyhlazování,N
26720,vyhlazující,A
26721,vyhlašovat,V
26722,vyhlašovatel,N
26723,vyhlašování,N
26724,vyhledávací,A
26725,vyhledávat,V
26726,vyhledávač,N
26727,vyhledávání,N
26728,vyhloubený,A
26729,vyhládlý,A
26730,vyhlásit,V
26731,vyhlášení,N
26732,vyhláška,N
26733,vyhlédnout,V
26734,vyhlédnutý,A
26735,vyhlídka,N
26736,vyhlídkový,A
26737,vyhlížející,A
26738,vyhlížet,V
26739,vyhnanec,N
26740,vyhnanství,N
26741,vyhnat,V
26742,vyhnutí,N
26743,vyhnání,N
26744,vyhodit,V
26745,vyhodnocení,N
26746,vyhodnocovací,A
26747,vyhodnocování,N
26748,vyhodnotit,V
26749,vyhotovení,N
26750,vyhotovený,A
26751,vyhotovit,V
26752,vyhotovovat,V
26753,vyhovět,V
26754,vyhovovat,V
26755,vyhovující,A
26756,vyhození,N
26757,vyhořelý,A
26758,vyhoření,N
26759,vyhořet,V
26760,vyhrabat,V
26761,vyhradit,V
26762,vyhranit,V
26763,vyhraný,A
26764,vyhraněný,A
26765,vyhraněně,D
26766,vyhrazený,A
26767,vyhrknout,V
26768,vyhrnutý,A
26769,vyhrnout,V
26770,vyhrocení,N
26771,vyhrocovat,V
26772,vyhrotit,V
26773,vyhrožovat,V
26774,vyhrát,V
26775,vyhrávat,V
26776,vyhrávání,N
26777,vyhrůžka,N
26778,vyhubení,N
26779,vyhubit,V
26780,vyhynulý,A
26781,vyhynout,V
26782,vyhánět,V
26783,vyházet,V
26784,vyhýbací,A
26785,vyhýbavě,D
26786,vyhýbat,V
26787,vyhřezlý,A
26788,vyhřívaný,A
26789,vyhřívat,V
26790,vyhřívání,N
26791,vyjadřovat,V
26792,vyjadřování,N
26793,vyjasnit,V
26794,vyjasnění,N
26795,vyjasněný,A
26796,vyjednat,V
26797,vyjednavač,N
26798,vyjednávací,A
26799,vyjednávat,V
26800,vyjednávač,N
26801,vyjednávání,N
26802,vyjet,V
26803,vyjetý,A
26804,vyjevit,V
26805,vyježděný,A
26806,vyjma,R
26807,vyjmenovaný,A
26808,vyjmenovat,V
26809,vyjmenovávat,V
26810,vyjmout,V
26811,vyjmutí,N
26812,vyjádření,N
26813,vyjádřený,A
26814,vyjádřit,V
26815,vyjímat,V
26816,vyjímatelný,A
26817,vyjít,V
26818,vyjíždějící,A
26819,vyjíždění,N
26820,vyjíždět,V
26821,vyjížďka,N
26822,vykat,V
26823,vykazovat,V
26824,vykazování,N
26825,vykazující,A
26826,vykašlat,V
26827,vykašlávání,N
26828,vykašlávat,V
26829,vykladač,N
26830,vyklenutý,A
26831,vyklonit,V
26832,vyklopit,V
26833,vykloubený,A
26834,vykloubit,V
26835,vyklouznout,V
26836,vyklubat,V
26837,vykládaný,A
26838,vykládat,V
26839,vykládka,N
26840,vykládání,N
26841,vyklápět,V
26842,vyklidit,V
26843,vyklízet,V
26844,vykoledovat,V
26845,vykolejení,N
26846,vykolejený,A
26847,vykolejit,V
26848,vykompenzovat,V
26849,vykonat,V
26850,vykonatelnost,N
26851,vykonatelný,A
26852,vykonavatel,N
26853,vykonstruovaný,A
26854,vykonstruovat,V
26855,vykonání,N
26856,vykonávaný,A
26857,vykonávat,V
26858,vykonávání,N
26859,vykopaný,A
26860,vykopat,V
26861,vykopnout,V
26862,vykopání,N
26863,vykouknout,V
26864,vykoupat,V
26865,vykoupaný,A
26866,vykoupený,A
26867,vykoupení,N
26868,vykoupit,V
26869,vykouzlit,V
26870,vykořeněný,A
26871,vykořisťovat,V
26872,vykořisťování,N
26873,vykradení,N
26874,vykradený,N
26875,vykračovat,V
26876,vykrajovat,V
26877,vykreslení,N
26878,vykreslený,A
26879,vykrmit,V
26880,vykrmovat,V
26881,vykrojit,V
26882,vykroutit,V
26883,vykroužit,V
26884,vykročení,N
26885,vykročit,V
26886,vykrvácení,N
26887,vykrvácet,V
26888,vykrádat,V
26889,vykrádání,N
26890,vykrájet,V
26891,vykrást,V
26892,vykrýt,V
26893,vykuchat,V
26894,vykuchaný,A
26895,vykuk,N
26896,vykukovat,V
26897,vykukující,A
26898,vykulit,V
26899,vykupovat,V
26900,vykupování,N
26901,vykutálený,A
26902,vykvést,V
26903,vykvétat,V
26904,vykynout,V
26905,vykynutý,A
26906,vykácení,N
26907,vykácený,A
26908,vykácet,V
26909,vykání,N
26910,vykázaný,A
26911,vykázat,V
26912,vykázání,N
26913,vykřesat,V
26914,vykřiknout,V
26915,vykřikovat,V
26916,vykřičet,V
26917,vykřičník,N
26918,vyladit,V
26919,vyladění,N
26920,vyladěný,A
26921,vylekat,V
26922,vylekaný,A
26923,vylepení,N
26924,vylepený,A
26925,vylepit,V
26926,vylepování,N
26927,vylepšení,N
26928,vylepšit,V
26929,vylepšovat,V
26930,vyletět,V
26931,vylidněný,A
26932,vylidňovat,V
26933,vylidňování,N
26934,vylisovaný,A
26935,vylisovat,V
26936,vylodit,V
26937,vylodění,N
26938,vylomení,N
26939,vylomený,A
26940,vylomit,V
26941,vylosovat,V
26942,vylosování,N
26943,vyloudit,V
26944,vyloupaný,A
26945,vyloupat,V
26946,vyloupení,N
26947,vyloupený,A
26948,vyloupit,V
26949,vyloupnout,V
26950,vyloučit,V
26951,vylovit,V
26952,vylovený,A
26953,vyložení,N
26954,vyloženě,D
26955,vyložit,V
26956,vyluxovat,V
26957,vyluzovat,V
26958,vylučovací,A
26959,vylučovat,V
26960,vylučující,A
26961,vyluštit,V
26962,vyluštění,N
26963,vylákat,V
26964,vylákání,N
26965,vylétnout,V
26966,vylévat,V
26967,vylézat,V
26968,vylézt,V
26969,vyléčení,N
26970,vyléčený,A
26971,vyléčit,V
26972,vylíhnout,V
26973,vylíhnutí,N
26974,vylíhnutý,A
26975,vylít,V
26976,vylíčení,N
26977,vylíčit,V
26978,vymahatelnost,N
26979,vymahatelný,A
26980,vymahač,N
26981,vymalovaný,A
26982,vymalovat,V
26983,vymalování,N
26984,vymazaný,A
26985,vymazat,V
26986,vymazání,N
26987,vymazávat,V
26988,vymačkat,V
26989,vymetat,V
26990,vymetený,A
26991,vymetání,N
26992,vymezení,N
26993,vymezit,V
26994,vymezující,A
26995,vymizení,N
26996,vymizet,V
26997,vymknout,V
26998,vymknutý,A
26999,vymletý,A
27000,vymlátit,V
27001,vymlít,V
27002,vymoci,V
27003,vymodelovat,V
27004,vymontovat,V
27005,vymoženost,N
27006,vymožení,N
27007,vymrznout,V
27008,vymykající,A
27009,vymykat,V
27010,vymyslet,V
27011,vymyslit,V
27012,vymáhaný,A
27013,vymáhat,V
27014,vymáhání,N
27015,vymámit,V
27016,vymáčknout,V
27017,vymíchat,V
27018,vymínit,V
27019,vymírající,A
27020,vymírat,V
27021,vymírání,N
27022,vymítač,N
27023,vymítání,N
27024,vymýcení,N
27025,vymýt,V
27026,vymýtit,V
27027,vymývat,V
27028,vymývání,N
27029,vymýšlení,N
27030,vymýšlet,V
27031,vyměnit,V
27032,vyměnitelný,A
27033,vyměněný,A
27034,vyměňovat,V
27035,vyměření,N
27036,vyměřený,A
27037,vyměřovací,A
27038,vyměřit,V
27039,vyměřovat,V
27040,vyměřování,N
27041,vyměšování,N
27042,vymření,N
27043,vymřít,V
27044,vynadat,V
27045,vynadívat,V
27046,vynahradit,V
27047,vynahrazovat,V
27048,vynakládaný,A
27049,vynakládat,V
27050,vynakládání,N
27051,vynaložit,V
27052,vynalézavost,N
27053,vynalézavý,A
27054,vynalézavě,D
27055,vynalézt,V
27056,vynalézat,V
27057,vyndat,V
27058,vyndávat,V
27059,vynechat,V
27060,vynechávat,V
27061,vynervovat,V
27062,vynervovaný,A
27063,vynesení,N
27064,vynesený,A
27065,vynikající,A
27066,vynikat,V
27067,vynosit,V
27068,vynucovat,V
27069,vynucování,N
27070,vynutit,V
27071,vynález,N
27072,vynálezce,N
27073,vynásobit,V
27074,vynášení,N
27075,vynášet,V
27076,vynést,V
27077,vynětí,N
27078,vyobrazení,N
27079,vyobrazený,A
27080,vyobrazit,V
27081,vyostření,N
27082,vyostřený,A
27083,vyostřit,V
27084,vypadající,A
27085,vypadat,V
27086,vypadnout,V
27087,vypadnutí,N
27088,vypadávat,V
27089,vypadávání,N
27090,vypalovací,A
27091,vypalovaný,A
27092,vypalovat,V
27093,vypalovačka,N
27094,vypalování,N
27095,vypařit,V
27096,vypařovat,V
27097,vypeckovaný,A
27098,vypichovat,V
27099,vypilovat,V
27100,vypiplaný,A
27101,vypiplat,V
27102,vypisovaný,A
27103,vypisovat,V
27104,vypisování,N
27105,vypití,N
27106,vyplacení,N
27107,vyplacený,A
27108,vyplatit,V
27109,vyplavat,V
27110,vyplavení,N
27111,vyplavený,A
27112,vyplavit,V
27113,vyplavovat,V
27114,vyplavování,N
27115,vyplazený,A
27116,vyplašený,A
27117,vyplašit,V
27118,vyplivnout,V
27119,vyplnit,V
27120,vyplnění,N
27121,vyplněný,A
27122,vyplout,V
27123,vyplutí,N
27124,vyplynout,V
27125,vyplácení,N
27126,vypláchnout,V
27127,vyplýtvat,V
27128,vyplývající,A
27129,vyplývat,V
27130,vyplňovat,V
27131,vyplňování,N
27132,vypnout,V
27133,vypnutí,N
27134,vypnutý,A
27135,vypomoci,V
27136,vypomáhat,V
27137,vyposlechnout,V
27138,vypotit,V
27139,vypouklý,A
27140,vypouštěcí,A
27141,vypouštění,N
27142,vypouštěný,A
27143,vypouštět,V
27144,vypovídací,A
27145,vypovídající,A
27146,vypovídat,V
27147,vypovědět,V
27148,vypovězení,N
27149,vypozorovat,V
27150,vypočitatelný,A
27151,vypočtený,A
27152,vypočíst,V
27153,vypočítaný,A
27154,vypočítat,V
27155,vypočítavost,N
27156,vypočítavý,A
27157,vypořádat,V
27158,vypořádávat,V
27159,vypracovat,V
27160,vypracování,N
27161,vypracovávat,V
27162,vyprahlý,A
27163,vyprat,V
27164,vypravení,N
27165,vypravený,A
27166,vypravit,V
27167,vypravování,N
27168,vypravěč,N
27169,vypravěčka,N
27170,vyprazdňovat,V
27171,vyprchat,V
27172,vyprodaný,A
27173,vyprodat,V
27174,vyprodukovaný,A
27175,vyprodukovat,V
